"Words","Images","Cos","File"
"thing","taxi",-0.177259344438629,"PICTURE_302"
"flesh","taxi",-0.0829750680677613,"PICTURE_302"
"glass","taxi",0.0129972853199918,"PICTURE_302"
"friend","taxi",0.0119023442456407,"PICTURE_302"
"casino","taxi",-0.0704164399949616,"PICTURE_302"
"flight","taxi",0.252400446333555,"PICTURE_302"
"women","taxi",0.0475543877096356,"PICTURE_302"
"river","taxi",-0.0640652559285898,"PICTURE_302"
"family","taxi",-0.0177980032055941,"PICTURE_302"
"jungle","taxi",-0.022627858483826,"PICTURE_302"
"estate","taxi",-0.044954417810507,"PICTURE_302"
"ideas","taxi",0.016306612194556,"PICTURE_302"
"photo","taxi",-0.0380693464995513,"PICTURE_302"
"candy","taxi",0.0994805509643061,"PICTURE_302"
"pills","taxi",0.00246221015898545,"PICTURE_302"
"cops","taxi",0.0439670195896497,"PICTURE_302"
"policy","taxi",-0.0252136560903071,"PICTURE_302"
"prince","taxi",0.0397349999807923,"PICTURE_302"
"spirit","taxi",0.0165132420664939,"PICTURE_302"
"sale","taxi",-0.0459606170544194,"PICTURE_302"
"penny","taxi",0.0181872735473841,"PICTURE_302"
"bath","taxi",-0.0109586768098744,"PICTURE_302"
"system","taxi",-0.01751227524557,"PICTURE_302"
"year","taxi",-0.0105194967818241,"PICTURE_302"
"series","taxi",0.0653319220398205,"PICTURE_302"
"dozen","taxi",-0.0390249328528397,"PICTURE_302"
"life","taxi",0.00855095967508561,"PICTURE_302"
"client","taxi",0.0287223581405596,"PICTURE_302"
"dirt","taxi",-0.0414309240632049,"PICTURE_302"
"boys","taxi",-0.113835347114934,"PICTURE_302"
"mile","taxi",-0.0603883419326691,"PICTURE_302"
"apple","taxi",-0.0157821505067532,"PICTURE_302"
"plenty","taxi",-0.0187406374092376,"PICTURE_302"
"lots","taxi",-0.025116881627114,"PICTURE_302"
"tear","taxi",0.071438446451522,"PICTURE_302"
"food","taxi",0.023418740493504,"PICTURE_302"
"speech","taxi",0.0116767464182007,"PICTURE_302"
"body","taxi",-0.0263603122003653,"PICTURE_302"
"clock","taxi",-0.0778801664228624,"PICTURE_302"
"feet","taxi",-0.0275640783216979,"PICTURE_302"
"letter","taxi",-0.00336064728531609,"PICTURE_302"
"beauty","taxi",0.0430280859697916,"PICTURE_302"
"belt","taxi",0.120348120590168,"PICTURE_302"
"artist","taxi",-0.00758651360999741,"PICTURE_302"
"cars","taxi",0.214034290846099,"PICTURE_302"
"miller","taxi",0.0415518566419042,"PICTURE_302"
"honey","taxi",0.0178140804757166,"PICTURE_302"
"month","taxi",0.167300935107908,"PICTURE_302"
"shots","taxi",-0.0542413498798534,"PICTURE_302"
"gods","taxi",-0.0123652925626582,"PICTURE_302"
"weapon","taxi",0.0169764016080121,"PICTURE_302"
"record","taxi",0.0196936179352858,"PICTURE_302"
"hotel","taxi",0.285610671941131,"PICTURE_302"
"danger","taxi",0.0521284654845186,"PICTURE_302"
"agent","taxi",-0.0523568990376064,"PICTURE_302"
"moment","taxi",0.143551956424247,"PICTURE_302"
"nation","taxi",-0.0401327716929003,"PICTURE_302"
"house","taxi",-0.0534428315771161,"PICTURE_302"
"toilet","taxi",0.0624612890219198,"PICTURE_302"
"girl","taxi",0.0135288333844203,"PICTURE_302"
"thing","backpack",-0.0712078325648262,"PICTURE_339"
"flesh","backpack",-0.0125250647127474,"PICTURE_339"
"glass","backpack",0.117006840796964,"PICTURE_339"
"friend","backpack",0.0858296817994068,"PICTURE_339"
"casino","backpack",0.063702692576944,"PICTURE_339"
"flight","backpack",-0.0405141411867506,"PICTURE_339"
"women","backpack",-0.068443195346733,"PICTURE_339"
"river","backpack",-0.0576411328190345,"PICTURE_339"
"family","backpack",0.0714412578802467,"PICTURE_339"
"jungle","backpack",0.0072679091163993,"PICTURE_339"
"estate","backpack",0.0910745359056553,"PICTURE_339"
"ideas","backpack",0.028076057849137,"PICTURE_339"
"photo","backpack",0.0722990596872885,"PICTURE_339"
"candy","backpack",0.0213358796645973,"PICTURE_339"
"pills","backpack",-0.000313726734188017,"PICTURE_339"
"cops","backpack",-0.00812783527573764,"PICTURE_339"
"policy","backpack",-0.00157975880373224,"PICTURE_339"
"prince","backpack",-0.0814480059535398,"PICTURE_339"
"spirit","backpack",0.00657542570643373,"PICTURE_339"
"sale","backpack",0.027216431237598,"PICTURE_339"
"penny","backpack",-0.082018509065322,"PICTURE_339"
"bath","backpack",-0.0350910929677341,"PICTURE_339"
"system","backpack",-0.0117966137980078,"PICTURE_339"
"year","backpack",0.0352722282916383,"PICTURE_339"
"series","backpack",0.0292251624031915,"PICTURE_339"
"dozen","backpack",-0.0208561665690388,"PICTURE_339"
